SN#,业务IP地址,网络掩码,业务网关,iLO接口地址,网络掩码,iLO网关地址,设备配置,"H3C SO#
（HPE PO）",HPE SO,台数
6CU7316BJV,10.21.14.42,255.255.255.128,10.21.13.126,172.25.14.42,255.255.255.128,172.25.14.126,A1,,,
6CU7316BK9,10.21.14.43,255.255.255.128,10.21.13.126,172.25.14.43,255.255.255.128,172.25.14.126,A1,,,
6CU7316BKR,10.21.14.44,255.255.255.128,10.21.13.126,172.25.14.44,255.255.255.128,172.25.14.126,A1,,,
6CU7316BL8,10.21.14.45,255.255.255.128,10.21.13.126,172.25.14.45,255.255.255.128,172.25.14.126,A1,,,
6CU7316BLS,10.21.14.46,255.255.255.128,10.21.13.126,172.25.14.46,255.255.255.128,172.25.14.126,A1,,,
6CU7316BM8,10.21.14.47,255.255.255.128,10.21.13.126,172.25.14.47,255.255.255.128,172.25.14.126,A1,,,
6CU7316BMP,10.21.14.48,255.255.255.128,10.21.13.126,172.25.14.48,255.255.255.128,172.25.14.126,A1,,,
6CU7316BN8,10.21.14.49,255.255.255.128,10.21.14.126,172.25.14.49,255.255.255.128,172.25.14.126,A1,,,
6CU7316BNK,10.21.14.50,255.255.255.128,10.21.14.126,172.25.14.50,255.255.255.128,172.25.14.126,A1,,,
6CU7316BPE,10.21.14.51,255.255.255.128,10.21.14.126,172.25.14.51,255.255.255.128,172.25.14.126,A1,,,
6CU7316BPY,10.21.14.52,255.255.255.128,10.21.14.126,172.25.14.52,255.255.255.128,172.25.14.126,A1,,,
6CU7316BRD,10.21.14.53,255.255.255.128,10.21.14.126,172.25.14.53,255.255.255.128,172.25.14.126,A1,,,
6CU7316BRY,10.21.14.54,255.255.255.128,10.21.14.126,172.25.14.54,255.255.255.128,172.25.14.126,A1,,,
6CU7316BSF,10.21.14.55,255.255.255.128,10.21.14.126,172.25.14.55,255.255.255.128,172.25.14.126,A1,,,
6CU7316BT0,10.21.14.56,255.255.255.128,10.21.14.126,172.25.14.56,255.255.255.128,172.25.14.126,A1,,,
6CU7316BTF,10.21.14.57,255.255.255.128,10.21.14.126,172.25.14.57,255.255.255.128,172.25.14.126,A1,,,
6CU7316BV0,10.21.14.58,255.255.255.128,10.21.14.126,172.25.14.58,255.255.255.128,172.25.14.126,A1,,,
6CU7316BVE,10.21.14.59,255.255.255.128,10.21.14.126,172.25.14.59,255.255.255.128,172.25.14.126,A1,,,
6CU7316BW1,10.21.14.60,255.255.255.128,10.21.14.126,172.25.14.60,255.255.255.128,172.25.14.126,A1,,,
6CU7316BWL,10.21.14.61,255.255.255.128,10.21.14.126,172.25.14.61,255.255.255.128,172.25.14.126,A1,,,
6CU7316BX4,10.21.14.62,255.255.255.128,10.21.14.126,172.25.14.62,255.255.255.128,172.25.14.126,A1,,,
6CU7316BXK,10.21.14.63,255.255.255.128,10.21.14.126,172.25.14.63,255.255.255.128,172.25.14.126,A1,,,
6CU7316BY2,10.21.14.64,255.255.255.128,10.21.14.126,172.25.14.64,255.255.255.128,172.25.14.126,A1,,,
6CU7316BYH,10.21.14.65,255.255.255.128,10.21.14.126,172.25.14.65,255.255.255.128,172.25.14.126,A1,,,
6CU7316BYX,10.21.14.66,255.255.255.128,10.21.14.126,172.25.14.66,255.255.255.128,172.25.14.126,A1,,,
6CU7316C0F,10.21.14.67,255.255.255.128,10.21.14.126,172.25.14.67,255.255.255.128,172.25.14.126,A1,,,
6CU7316C0X,10.21.14.68,255.255.255.128,10.21.14.126,172.25.14.68,255.255.255.128,172.25.14.126,A1,,,
6CU7316C1H,10.21.14.69,255.255.255.128,10.21.14.126,172.25.14.69,255.255.255.128,172.25.14.126,A1,,,
6CU7316C1Y,10.21.14.70,255.255.255.128,10.21.14.126,172.25.14.70,255.255.255.128,172.25.14.126,A1,,,
