SN#,业务IP地址,网络掩码,业务网关,iLO接口地址,网络掩码,iLO网关地址,设备配置,"H3C SO#
（HPE PO）",HPE SO,台数
6CU7315MC6,10.21.4.74,255.255.255.128,10.21.4.126,172.25.4.74,255.255.255.128,172.25.4.126,B1,,,
6CU7315MCS,10.21.4.75,255.255.255.128,10.21.4.126,172.25.4.75,255.255.255.128,172.25.4.126,B1,,,
6CU7315MDC,10.21.4.76,255.255.255.128,10.21.4.126,172.25.4.76,255.255.255.128,172.25.4.126,B1,,,
6CU7315ME0,10.21.4.77,255.255.255.128,10.21.4.126,172.25.4.77,255.255.255.128,172.25.4.126,B1,,,
6CU7315MEK,10.21.4.78,255.255.255.128,10.21.4.126,172.25.4.78,255.255.255.128,172.25.4.126,B1,,,
6CU7315MF6,10.21.4.79,255.255.255.128,10.21.4.126,172.25.4.79,255.255.255.128,172.25.4.126,B1,,,
6CU7315MFS,10.21.4.80,255.255.255.128,10.21.4.126,172.25.4.80,255.255.255.128,172.25.4.126,B1,,,
6CU7315MHC,10.21.4.81,255.255.255.128,10.21.4.126,172.25.4.81,255.255.255.128,172.25.4.126,B1,,,
6CU7315MJ0,10.21.4.82,255.255.255.128,10.21.4.126,172.25.4.82,255.255.255.128,172.25.4.126,B1,,,
6CU7315MJK,10.21.4.83,255.255.255.128,10.21.4.126,172.25.4.83,255.255.255.128,172.25.4.126,B1,,,
6CU7315MK6,10.21.4.84,255.255.255.128,10.21.4.126,172.25.4.84,255.255.255.128,172.25.4.126,B1,,,
6CU7315MKS,10.21.4.85,255.255.255.128,10.21.4.126,172.25.4.85,255.255.255.128,172.25.4.126,B1,,,
6CU7315MLC,10.21.4.86,255.255.255.128,10.21.4.126,172.25.4.86,255.255.255.128,172.25.4.126,B1,,,
6CU7315MM0,10.21.4.87,255.255.255.128,10.21.4.126,172.25.4.87,255.255.255.128,172.25.4.126,B1,,,
6CU7315MMK,10.21.4.88,255.255.255.128,10.21.4.126,172.25.4.88,255.255.255.128,172.25.4.126,B1,,,
6CU7315MN6,10.21.4.89,255.255.255.128,10.21.4.126,172.25.4.89,255.255.255.128,172.25.4.126,B1,,,
6CU7315MNS,10.21.4.90,255.255.255.128,10.21.4.126,172.25.4.90,255.255.255.128,172.25.4.126,B1,,,
6CU7315MPC,10.21.4.91,255.255.255.128,10.21.4.126,172.25.4.91,255.255.255.128,172.25.4.126,B1,,,
6CU7315MR0,10.21.4.92,255.255.255.128,10.21.4.126,172.25.4.92,255.255.255.128,172.25.4.126,B1,,,
6CU7315MRK,10.21.4.93,255.255.255.128,10.21.4.126,172.25.4.93,255.255.255.128,172.25.4.126,B1,,,
6CU7315MS6,10.21.4.94,255.255.255.128,10.21.4.126,172.25.4.94,255.255.255.128,172.25.4.126,B1,,,
6CU7315MSS,10.21.4.95,255.255.255.128,10.21.4.126,172.25.4.95,255.255.255.128,172.25.4.126,B1,,,
6CU7315MTC,10.21.4.96,255.255.255.128,10.21.4.126,172.25.4.96,255.255.255.128,172.25.4.126,B1,,,
6CU7315MV0,10.21.5.1,255.255.255.128,10.21.5.126,172.25.5.1,255.255.255.128,172.25.5.126,B1,,,
6CU7315MVK,10.21.5.2,255.255.255.128,10.21.5.126,172.25.5.2,255.255.255.128,172.25.5.126,B1,,,
