SN#,业务IP地址,网络掩码,业务网关,iLO接口地址,网络掩码,iLO网关地址,设备配置,"H3C SO#
（HPE PO）",HPE SO,台数
6CU7316L68,10.20.23.36,255.255.255.128,10.20.23.126,172.26.11.228,255.255.255.0,172.26.11.254,A3,,,
6CU7316L6K,10.20.23.37,255.255.255.128,10.20.23.126,172.26.11.229,255.255.255.0,172.26.11.254,A3,,,
6CU7316L6X,10.20.23.38,255.255.255.128,10.20.23.126,172.26.11.230,255.255.255.0,172.26.11.254,A3,,,
6CU7316L78,10.20.23.39,255.255.255.128,10.20.23.126,172.26.11.231,255.255.255.0,172.26.11.254,A3,,,
6CU7316L7K,10.20.23.40,255.255.255.128,10.20.23.126,172.26.11.232,255.255.255.0,172.26.11.254,A3,,,
6CU7316L7X,10.20.23.41,255.255.255.128,10.20.23.126,172.26.11.233,255.255.255.0,172.26.11.254,A3,,,
6CU7316L88,10.20.23.42,255.255.255.128,10.20.23.126,172.26.11.234,255.255.255.0,172.26.11.254,A3,,,
6CU7316L8K,10.20.23.43,255.255.255.128,10.20.23.126,172.26.11.235,255.255.255.0,172.26.11.254,A3,,,
6CU7316L8X,10.20.23.44,255.255.255.128,10.20.23.126,172.26.11.236,255.255.255.0,172.26.11.254,A3,,,
6CU7316L98,10.20.23.45,255.255.255.128,10.20.23.126,172.26.11.237,255.255.255.0,172.26.11.254,A3,,,
6CU7316L9K,10.20.23.46,255.255.255.128,10.20.23.126,172.26.11.238,255.255.255.0,172.26.11.254,A3,,,
6CU7316L9X,10.20.23.47,255.255.255.128,10.20.23.126,172.26.11.239,255.255.255.0,172.26.11.254,A3,,,
6CU7316LA8,10.20.23.48,255.255.255.128,10.20.23.126,172.26.11.240,255.255.255.0,172.26.11.254,A3,,,
6CU7316LAK,10.20.24.1,255.255.255.128,10.20.24.126,172.26.12.1,255.255.255.0,172.26.12.254,A3,,,
6CU7316LAY,10.20.24.2,255.255.255.128,10.20.24.126,172.26.12.2,255.255.255.0,172.26.12.254,A3,,,

