SN#,业务IP地址,网络掩码,业务网关,iLO接口地址,网络掩码,iLO网关地址,设备配置,"H3C SO#
（HPE PO）",HPE SO,台数
6CU7315YBX,10.20.20.23,255.255.255.128,10.20.20.126,172.26.11.71,255.255.255.0,172.26.11.254,A1,,,
6CU7315YC3,10.20.20.24,255.255.255.128,10.20.20.126,172.26.11.72,255.255.255.0,172.26.11.254,A1,,,
6CU7315YC8,10.20.20.25,255.255.255.128,10.20.20.126,172.26.11.73,255.255.255.0,172.26.11.254,A1,,,
6CU7315YCD,10.20.20.26,255.255.255.128,10.20.20.126,172.26.11.74,255.255.255.0,172.26.11.254,A1,,,
6CU7315YCK,10.20.20.27,255.255.255.128,10.20.20.126,172.26.11.75,255.255.255.0,172.26.11.254,A1,,,
6CU7315YCR,10.20.20.28,255.255.255.128,10.20.20.126,172.26.11.76,255.255.255.0,172.26.11.254,A1,,,
6CU7315YCX,10.20.20.29,255.255.255.128,10.20.20.126,172.26.11.77,255.255.255.0,172.26.11.254,A1,,,
6CU7315YD3,10.20.20.30,255.255.255.128,10.20.20.126,172.26.11.78,255.255.255.0,172.26.11.254,A1,,,
6CU7315YD8,10.20.20.31,255.255.255.128,10.20.20.126,172.26.11.79,255.255.255.0,172.26.11.254,A1,,,
6CU7315YDD,10.20.20.32,255.255.255.128,10.20.20.126,172.26.11.80,255.255.255.0,172.26.11.254,A1,,,
6CU7315YDK,10.20.20.33,255.255.255.128,10.20.20.126,172.26.11.81,255.255.255.0,172.26.11.254,A1,,,
6CU7315YDR,10.20.20.34,255.255.255.128,10.20.20.126,172.26.11.82,255.255.255.0,172.26.11.254,A1,,,
6CU7315YDX,10.20.20.35,255.255.255.128,10.20.20.126,172.26.11.83,255.255.255.0,172.26.11.254,A1,,,
6CU7315YE3,10.20.20.36,255.255.255.128,10.20.20.126,172.26.11.84,255.255.255.0,172.26.11.254,A1,,,
6CU7315YE8,10.20.20.37,255.255.255.128,10.20.20.126,172.26.11.85,255.255.255.0,172.26.11.254,A1,,,
6CU7315YED,10.20.20.38,255.255.255.128,10.20.20.126,172.26.11.86,255.255.255.0,172.26.11.254,A1,,,
6CU7315YEK,10.20.20.39,255.255.255.128,10.20.20.126,172.26.11.87,255.255.255.0,172.26.11.254,A1,,,
6CU7315YER,10.20.20.40,255.255.255.128,10.20.20.126,172.26.11.88,255.255.255.0,172.26.11.254,A1,,,
6CU7315YEX,10.20.20.41,255.255.255.128,10.20.20.126,172.26.11.89,255.255.255.0,172.26.11.254,A1,,,
6CU7315YF3,10.20.20.42,255.255.255.128,10.20.20.126,172.26.11.90,255.255.255.0,172.26.11.254,A1,,,
6CU7315YF8,10.20.20.43,255.255.255.128,10.20.20.126,172.26.11.91,255.255.255.0,172.26.11.254,A1,,,
6CU7315YFD,10.20.20.44,255.255.255.128,10.20.20.126,172.26.11.92,255.255.255.0,172.26.11.254,A1,,,
6CU7315YFK,10.20.20.45,255.255.255.128,10.20.20.126,172.26.11.93,255.255.255.0,172.26.11.254,A1,,,
6CU7315YFR,10.20.20.46,255.255.255.128,10.20.20.126,172.26.11.94,255.255.255.0,172.26.11.254,A1,,,
6CU7315YFX,10.20.20.47,255.255.255.128,10.20.20.126,172.26.11.95,255.255.255.0,172.26.11.254,A1,,,
6CU7315YH3,10.20.20.48,255.255.255.128,10.20.20.126,172.26.11.96,255.255.255.0,172.26.11.254,A1,,,
6CU7315YH8,10.20.21.1,255.255.255.128,10.20.21.126,172.26.11.97,255.255.255.0,172.26.11.254,A1,,,
6CU7315YHD,10.20.21.2,255.255.255.128,10.20.21.126,172.26.11.98,255.255.255.0,172.26.11.254,A1,,,
